"","item_number","description","category","item_link","minifigs_link","color_link","Name","ID","PriceLink","hexCode","gender","age","expression"
"62","3626pb0223","Minifigure, Head Beard and Messy Gray Hair, Wide Frown, White Pupils Pattern (The Guardian)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0223","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0223&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0223#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0223&ColorID=3","#f3d000","male","no tag"," White Pupils Pattern (The Guardian)"
"63","3626pb0220","Minifigure, Head Beard Black Full, Long Mouth, Thick Eyebrows, White Pupils Pattern (Santis)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0220","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0220&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0220#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0220&ColorID=3","#f3d000","male","no tag"," White Pupils Pattern (Santis)"
"64","3626pb0217","Minifigure, Head Beard Black with Trimmed Chin, Full Cheeks, Striped Sideburns, Scowl Eyebrows, Pupils Pattern (Shadow Knight)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0217","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0217&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0217#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0217&ColorID=3","#f3d000","male","no tag"," Pupils Pattern (Shadow Knight)"
"65","3626pb0196","Minifigure, Head Beard Brown Angular with White Pupils and Grin Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0196","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0196&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0196#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0196&ColorID=3","#f3d000","male","no tag"," Head Beard Brown Angular with White Pupils and Grin Pattern"
"66","3626pb0222","Minifigure, Head Beard Gray Fading to White Hair, White Pupils Pattern (King Mathias)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0222","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0222&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0222#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0222&ColorID=3","#f3d000","male","no tag"," White Pupils Pattern (King Mathias)"
"67","3626pb0262","Minifigure, Head Black Small Thin Eyebrows, Upper Eyelids, Jowl Lines and Hair, Lopsided Grin Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0262","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0262&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0262#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0262&ColorID=90","#faccae","no tag","no tag"," Lopsided Grin Pattern"
"68","3626pb0202","Minifigure, Head Black Sunglasses, Sideburns and Goatee Stubble, Lopsided Open Mouth Scowl with Teeth Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0202","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0202&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0202#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0202&ColorID=90","#faccae","male","no tag"," Lopsided Open Mouth Scowl with Teeth Pattern"
"69","3626pb0216","Minifigure, Head Black Wavy Eyebrows, Messy Hair, Thin Moustache, Goatee, Lopsided Grin with Dimple Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0216","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0216&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0216#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0216&ColorID=3","#f3d000","male","no tag"," Lopsided Grin with Dimple Pattern"
"70","3626pb0200","Minifigure, Head Brown Eyebrows, Silver Glasses with Black and Green Lenses, Cheek Lines, Chin Dimple, Bared Teeth Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0200","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0200&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0200#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0200&ColorID=90","#faccae","no tag","no tag"," Bared Teeth Pattern"
"71","3626pb0121","Minifigure, Head Brown Eyebrows, Thin Grin, Black Eyes with White Pupils Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0121","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0121&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0121#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0121&ColorID=90","#faccae","no tag","no tag"," Black Eyes with White Pupils Pattern"
"72","3626pb0203","Minifigure, Head Dark Bluish Gray Moustache and Bushy Eyebrows, Black Cheek Lines, White Pupils Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0203","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0203&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0203#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0203&ColorID=90","#faccae","male","no tag"," White Pupils Pattern"
"73","3626pb0218","Minifigure, Head Dark Tan Eyebrows, Moustache, Soul Patch, Sideburns, and Hair, Wide Grin Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0218","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0218&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0218#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0218&ColorID=3","#f3d000","male","no tag"," Wide Grin Pattern"
"74","3626pb0227","Minifigure, Head Female Dark Blue Sunglasses, Silver Microphone, Black Long Hair, and Purple Lips Pattern (Radia)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0227","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0227&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0227#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0227&ColorID=3","#f3d000","male","no tag"," and Purple Lips Pattern (Radia)"
"75","3626pb0211","Minifigure, Head Female Glasses, White Pupils, Red Lips and Dimples Pattern (HP Professor Trelawney)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0211","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0211&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0211#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0211&ColorID=90","#faccae","male","no tag"," Red Lips and Dimples Pattern (HP Professor Trelawney)"
"76","3626pb0242","Minifigure, Head Female Reddish Brown Thin Eyebrows, Black Single Eyelashes, Nougat Lips, Wide Grin Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0242","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0242&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0242#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0242&ColorID=3","#f3d000","male","no tag"," Wide Grin Pattern"
"77","3626pb0205","Minifigure, Head Female Reddish Brown Thin Eyebrows, Black Single Eyelashes, Red Lips, Wide Grin Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0205","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0205&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0205#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0205&ColorID=90","#faccae","male","no tag"," Wide Grin Pattern"
"78","3626pb0197","Minifigure, Head Female with Red Lips, Gray Eyebrows, Wrinkles Pattern (Aunt May)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0197","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0197&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0197#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0197&ColorID=90","#faccae","male","old"," Wrinkles Pattern (Aunt May)"
"79","3626pb0198","Minifigure, Head Glasses with Green Goggles, Open Mouth Pattern (Dr. Octavius)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0198","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0198&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0198#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0198&ColorID=90","#faccae","no tag","no tag"," Open Mouth Pattern (Dr. Octavius)"
"80","3626pb0226","Minifigure, Head Glasses with Headset, Bandana Pattern (Diamond)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0226","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0226&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0226#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0226&ColorID=3","#f3d000","no tag","no tag"," Bandana Pattern (Diamond)"
"81","3626pb0228","Minifigure, Head Glasses with Headset, Fine Stubble Pattern (Flex)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0228","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0228&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0228#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0228&ColorID=3","#f3d000","male","no tag"," Fine Stubble Pattern (Flex)"
"82","3626pb0231","Minifigure, Head Glasses with Sunglasses, Arched Eyebrows, Open Mouth, and Headset Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0231","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0231&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0231#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0231&ColorID=3","#f3d000","no tag","no tag"," and Headset Pattern"
"83","3626pb0199","Minifigure, Head Glasses, Green and Silver, Brown Arched Eyebrows, Frown Pattern (Dr. Octopus)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0199","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0199&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0199#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0199&ColorID=90","#faccae","no tag","no tag"," Frown Pattern (Dr. Octopus)"
"84","3626pb0201","Minifigure, Head Glasses, Green and Silver, Brown Arched Eyebrows, Open Mouth Pattern (Dr. Octopus)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0201","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0201&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0201#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0201&ColorID=90","#faccae","no tag","no tag"," Open Mouth Pattern (Dr. Octopus)"
"85","3626px260","Minifigure, Head Male Brown Hair, Eyebrows, White Pupils Pattern (HP Knight Bus Driver)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626px260","https://www.bricklink.com/catalogItemIn.asp?P=3626px260&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626px260#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626px260&ColorID=90","#faccae","male","no tag"," White Pupils Pattern (HP Knight Bus Driver)"
"86","3626pb0206","Minifigure, Head Male Eyebrows, White Pupils, and Toothed Grin Pattern (HP Neville)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0206","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0206&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0206#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0206&ColorID=90","#faccae","male","no tag"," and Toothed Grin Pattern (HP Neville)"
"87","3626px276","Minifigure, Head Male Eyebrows, White Pupils, Goatee and Grin Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626px276","https://www.bricklink.com/catalogItemIn.asp?P=3626px276&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626px276#T=C","Light Brown",91,"https://www.bricklink.com/catalogPG.asp?P=3626px276&ColorID=91",NA,"male","no tag"," Goatee and Grin Pattern"
"88","3626pb0261","Minifigure, Head Male Ferrari R. Barrichello / F. Massa Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0261","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0261&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0261#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0261&ColorID=90","#faccae","male","no tag"," Head Male Ferrari R. Barrichello / F. Massa Pattern"
"89","3626pb0234","Minifigure, Head Male Grim Expression, Black Hair with Long Bangs, Silver Microphone, and Square Eye Device Pattern (Arrow)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0234","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0234&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0234#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0234&ColorID=3","#f3d000","male","no tag"," and Square Eye Device Pattern (Arrow)"
"90","3626pb0230","Minifigure, Head Male Partially Open Mouth, Black Shaggy Hair, Dimples, Stubble, and Silver Microphone Pattern (Charge)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0230","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0230&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0230#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0230&ColorID=3","#f3d000","male","no tag"," and Silver Microphone Pattern (Charge)"
"91","3626pb0221","Minifigure, Head Male Pupils, Black Hair, Eyebrows and Wide Smile Pattern (Jayko)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0221","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0221&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0221#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0221&ColorID=3","#f3d000","male","no tag"," Eyebrows and Wide Smile Pattern (Jayko)"
"92","3626pb0219","Minifigure, Head Male Sideburns with White Stripes, Frown and Facial Hair, White Pupils Pattern (Vladek)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0219","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0219&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0219#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0219&ColorID=3","#f3d000","male","no tag"," White Pupils Pattern (Vladek)"
"93","3626pb0209","Minifigure, Head Moustache Thin Gray, Black Eyebrows, Scratches/Scars across Face Pattern (HP Professor Lupin)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0209","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0209&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0209#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0209&ColorID=90","#faccae","male","no tag"," Scratches/Scars across Face Pattern (HP Professor Lupin)"
"94","3626pb0207","Minifigure, Head Moustache with Eyebrows, White Pupils, and Stubble Pattern (HP Sirius Black)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0207","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0207&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0207#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0207&ColorID=90","#faccae","male","no tag"," and Stubble Pattern (HP Sirius Black)"
"95","3626pb0213","Minifigure, Head Moustache with Hair, Eyebrows, White Pupils, Dimples Pattern (HP Peter Pettigrew)","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0213","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0213&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0213#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0213&ColorID=90","#faccae","male","no tag"," Dimples Pattern (HP Peter Pettigrew)"
"96","3626pb0204","Minifigure, Head Reddish Brown Thick Eyebrows, Black Cheek Lines and Chin Dimple, Smirk Pattern","2004","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0204","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0204&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0204#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0204&ColorID=90","#faccae","no tag","no tag"," Smirk Pattern"
"97","3626pb0232","Minifigure, Head Black and Blue Hair, Checkered, Soul Patch Pattern (Zed)","2005","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0232","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0232&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0232#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0232&ColorID=3","#f3d000","no tag","no tag"," Soul Patch Pattern (Zed)"
"98","3626pb0236","Minifigure, Head Black and Nougat Beard, Sideburns, Bushy Eyebrows, White Pupils, Stern Pattern","2005","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0236","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0236&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0236#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0236&ColorID=3","#f3d000","male","no tag"," Stern Pattern"
"99","3626pb0239","Minifigure, Head Black and White Eyebrows, Moustache, and Full Beard, Lopsided Angry Bared Teeth Pattern","2005","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0239","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0239&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0239#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb0239&ColorID=3","#f3d000","male","no tag"," Lopsided Angry Bared Teeth Pattern"
"100","3626pb0253","Minifigure, Head Black Bushy Eyebrows and Goatee, Squint, Stern Pattern","2005","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0253","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0253&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0253#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0253&ColorID=90","#faccae","male","no tag"," Stern Pattern"
"101","3626pb0178","Minifigure, Head Black Eyebrow, Upper Eyelid, Gold Monocle with Reddish Brown Strap over Large White Eye, Medium Nougat Scars, Chin Dimple, Lopsided Frown Pattern","2005","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0178","https://www.bricklink.com/catalogItemIn.asp?P=3626pb0178&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb0178#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb0178&ColorID=90","#faccae","no tag","no tag"," Lopsided Frown Pattern"
"102","3626px299","Minifigure, Head Black Sunglasses with Dark Blue Lenses, Dark Tan Sideburns and Goatee Stubble, Grin Pattern","2005","https://bricklink.com/v2/catalog/catalogitem.page?P=3626px299","https://www.bricklink.com/catalogItemIn.asp?P=3626px299&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626px299#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626px299&ColorID=3","#f3d000","male","no tag"," Grin Pattern"
